ticker,date,stage,entry_type,pnl_r,outcome,win,confidence,grade_a_rate,expected_r,risk_r,gap_pct,pm_high_pct,prev_close,entry_price,market_cap,win_streak,loss_streak,month
INVZ,2025-01-07,deep_backside,opening_fbo,1.601903010125639,grade_a,1,0.75,0.75,1.6,0.4,36.18090452261307,57.78894472361811,1.99,2.71,,4,0,2025-01
AUR,2025-01-07,deep_backside,opening_fbo,1.3034832886153027,grade_a,1,0.75,0.75,1.6,0.4,39.23076923076924,51.23076923076923,6.5,9.05,,5,0,2025-01
GETY,2025-01-07,deep_backside,opening_fbo,1.65897806883833,grade_a,1,0.75,0.75,1.6,0.4,43.968871595330754,50.38910505836578,2.57,3.7,,6,0,2025-01
CURR,2025-01-08,backside_pop,opening_fbo,1.663816894437958,grade_a,1,0.728,0.728,1.8,0.4,94.96402877697842,409.3453237410072,1.39,2.71,,7,0,2025-01
SANA,2025-01-08,frontside,opening_fbo,1.3350962579337358,grade_a,1,0.75,0.75,1.8,0.5,267.8787878787879,342.4242424242425,1.65,6.07,,8,0,2025-01
SILO,2025-01-08,backside_pop,opening_fbo,1.1527384895454755,grade_a,1,0.728,0.728,1.8,0.4,78.89908256880732,209.16513761467888,1.09,1.95,,9,0,2025-01
ACCD,2025-01-08,backside_pop,opening_fbo,2.0825760578225117,grade_a,1,0.728,0.728,1.8,0.4,105.3731343283582,106.56716417910448,3.35,6.88,,10,0,2025-01
TPET,2025-01-08,backside_pop,opening_fbo,2.482524032673503,grade_a,1,0.728,0.728,1.8,0.4,57.48031496062992,105.51181102362204,1.27,2.0,,11,0,2025-01
VIR,2025-01-08,deep_backside,opening_fbo,1.015884779331276,grade_a,1,0.75,0.75,1.6,0.4,59.062103929024104,83.14321926489228,7.89,12.55,,12,0,2025-01
VMAR,2025-01-10,backside_pop,opening_fbo,-0.4758219468052305,grade_c,0,0.728,0.728,1.8,0.4,51.31578947368421,156.57894736842107,15.2,23.0,,0,1,2025-01
DTIL,2025-01-10,deep_backside,opening_fbo,1.5427022593457678,grade_a,1,0.75,0.75,1.6,0.4,51.11111111111111,65.3311111111111,4.5,6.8,,1,0,2025-01
PHIO,2025-01-13,high_and_tight,opening_fbo,1.598445838949999,grade_a,1,0.8,0.8,2.1,0.4,146.15384615384616,479.2899408284024,1.69,4.16,,2,0,2025-01
SLRX,2025-01-13,high_and_tight,opening_fbo,0.2460610585009106,grade_b,1,0.8,0.8,2.1,0.4,184.34504792332268,360.0638977635782,23.475,66.75,,3,0,2025-01
ATPC,2025-01-13,backside_pop,opening_fbo,1.6806524287310474,grade_a,1,0.728,0.728,1.8,0.4,73.8095238095238,132.53968253968256,1.26,2.19,,4,0,2025-01
NMHI,2025-01-14,high_and_tight,opening_fbo,2.056399457078309,grade_a,1,0.8,0.8,2.1,0.4,143.3628318584071,236.283185840708,1.13,2.75,,5,0,2025-01
ERNA,2025-01-14,backside_pop,opening_fbo,1.4012535498451821,grade_a,1,0.728,0.728,1.8,0.4,65.04854368932041,210.67961165048547,4.635,7.65,,6,0,2025-01
AIFF,2025-01-14,high_and_tight,opening_fbo,1.3548595611951821,grade_a,1,0.8,0.8,2.1,0.4,136.31578947368425,205.26315789473685,1.9,4.49,,7,0,2025-01
HEES,2025-01-14,backside_pop,opening_fbo,1.8363973389655124,grade_a,1,0.728,0.728,1.8,0.4,105.89440145653164,106.32680928538916,43.94,90.47,,8,0,2025-01
STAF,2025-01-14,deep_backside,opening_fbo,2.0990779505864587,grade_a,1,0.75,0.75,1.6,0.4,62.1978021978022,63.95604395604395,2.275,3.69,,9,0,2025-01
FAMI,2025-01-15,deep_backside,opening_fbo,2.225115038255796,grade_a,1,0.75,0.75,1.6,0.4,65.74251115360103,87.82664117272148,3.7656,6.2412,,10,0,2025-01
VMAR,2025-01-15,deep_backside,opening_fbo,1.3089148046193804,grade_a,1,0.75,0.75,1.6,0.4,45.00000000000001,82.14285714285714,14.0,20.3,,11,0,2025-01
OSTX,2025-01-15,deep_backside,opening_fbo,1.1694036060308544,grade_a,1,0.75,0.75,1.6,0.4,62.25961538461537,68.26923076923077,4.16,6.75,,12,0,2025-01
BMRA,2025-01-16,high_and_tight,opening_fbo,1.4487977328463075,grade_a,1,0.8,0.8,2.1,0.4,214.2857142857143,262.8571428571429,2.8,8.8,,13,0,2025-01
VS,2025-01-17,deep_backside,opening_fbo,1.3246273388625032,grade_a,1,0.75,0.75,1.6,0.4,77.08333333333334,97.39583333333334,1.92,3.4,,14,0,2025-01
NUKK,2025-01-17,deep_backside,opening_fbo,-0.11946814433175296,grade_b,0,0.75,0.75,1.6,0.4,63.17584023380418,94.10618606916708,20.53,33.5,,0,1,2025-01
VATE,2025-01-21,deep_backside,opening_fbo,0.2642761802011742,grade_b,1,0.75,0.75,1.6,0.4,45.401174168297445,114.28375733855182,5.11,7.43,,1,0,2025-01
EONR,2025-01-21,deep_backside,opening_fbo,0.31088295029914853,grade_b,1,0.75,0.75,1.6,0.4,51.9607843137255,86.27450980392155,1.02,1.55,,2,0,2025-01
INM,2025-01-21,deep_backside,opening_fbo,0.31823017013624894,grade_b,1,0.75,0.75,1.6,0.4,46.26262626262626,67.07070707070706,4.95,7.24,,3,0,2025-01
BLBX,2025-01-22,backside_pop,opening_fbo,2.235442563133922,grade_a,1,0.728,0.728,1.8,0.4,97.0414201183432,255.02366863905328,1.69,3.33,,4,0,2025-01
DGNX,2025-01-23,high_and_tight,opening_fbo,2.634594543972475,grade_a,1,0.8,0.8,2.1,0.4,104.79999999999998,206.0,7.5,15.36,,5,0,2025-01
VNCE,2025-01-23,backside_pop,opening_fbo,1.5800767533718532,grade_a,1,0.728,0.728,1.8,0.4,86.38297872340425,137.01702127659573,2.35,4.38,,6,0,2025-01
HEPA,2025-01-23,deep_backside,opening_fbo,1.824360585502812,grade_a,1,0.75,0.75,1.6,0.4,42.14814814814816,134.66666666666666,6.75,9.595,,7,0,2025-01
ALUR,2025-01-24,frontside,opening_fbo,0.16846423644918374,grade_b,1,0.75,0.75,1.8,0.5,353.78378378378375,354.32432432432427,3.7,16.79,,8,0,2025-01
NVNI,2025-01-24,deep_backside,opening_fbo,0.4154778756503393,grade_b,1,0.75,0.75,1.6,0.4,45.63758389261744,293.9597315436242,1.49,2.17,,9,0,2025-01
EVAX,2025-01-24,backside_pop,opening_fbo,-0.3797989333876767,grade_c,0,0.728,0.728,1.8,0.4,91.48351648351648,169.23076923076923,3.64,6.97,,0,1,2025-01
ELAB,2025-01-24,backside_pop,opening_fbo,0.3475886430687332,grade_b,1,0.728,0.728,1.8,0.4,100.0,105.55555555555554,13.86,27.72,,1,0,2025-01
JG,2025-01-27,high_and_tight,opening_fbo,0.14018168539345216,grade_b,1,0.8,0.8,2.1,0.4,173.28221420136057,248.297599840322,6.0121,16.43,,2,0,2025-01
AKRO,2025-01-27,backside_pop,opening_fbo,1.8104638669381559,grade_a,1,0.728,0.728,1.8,0.4,118.71657754010694,123.07104660045836,26.18,57.26,,3,0,2025-01
HOLO,2025-01-27,deep_backside,opening_fbo,1.084380188677701,grade_a,1,0.75,0.75,1.6,0.4,66.45161290322581,67.09677419354838,62.0,103.2,,4,0,2025-01
ETNB,2025-01-27,deep_backside,opening_fbo,1.7236142289951841,grade_a,1,0.75,0.75,1.6,0.4,48.667601683029446,65.07713884992987,7.13,10.6,,5,0,2025-01
SLXN,2025-01-28,high_and_tight,opening_fbo,-0.4546896155547286,grade_c,0,0.8,0.8,2.1,0.4,108.6206896551724,168.94827586206898,8.7,18.15,,0,1,2025-01
BACK,2025-01-28,deep_backside,opening_fbo,1.1434718590634048,grade_a,1,0.75,0.75,1.6,0.4,65.25934861278651,88.17852834740654,0.829,1.37,,1,0,2025-01
SLXN,2025-01-29,backside_pop,opening_fbo,0.31100576856592127,grade_b,1,0.728,0.728,1.8,0.4,60.740740740740726,155.55555555555554,20.25,32.55,,2,0,2025-01
AMOD,2025-01-30,backside_pop,opening_fbo,-0.07420312983813843,grade_b,0,0.728,0.728,1.8,0.4,77.27272727272727,259.73376623376623,1.54,2.73,,0,1,2025-01
TECX,2025-01-30,backside_pop,opening_fbo,0.2236429300197279,grade_b,1,0.728,0.728,1.8,0.4,92.45723172628306,127.91601866251943,25.72,49.5,,1,0,2025-01
NLSP,2025-01-31,deep_backside,opening_fbo,2.1455703543076625,grade_a,1,0.75,0.75,1.6,0.4,53.03030303030302,70.2020202020202,1.98,3.03,,2,0,2025-01
HCWB,2025-02-03,high_and_tight,opening_fbo,1.923629621790322,grade_a,1,0.8,0.8,2.1,0.4,251.76132278936015,270.2372393961179,11.128,39.144,,3,0,2025-02
UOKA,2025-02-03,high_and_tight,opening_fbo,2.1140261340439697,grade_a,1,0.8,0.8,2.1,0.4,136.92307692307693,244.91692307692307,3.25,7.7,,4,0,2025-02
GHRS,2025-02-03,deep_backside,opening_fbo,2.1960958927603498,grade_a,1,0.75,0.75,1.6,0.4,88.67924528301887,93.39622641509436,10.6,20.0,,5,0,2025-02
SOPA,2025-02-03,deep_backside,opening_fbo,0.11311170261166675,grade_b,1,0.75,0.75,1.6,0.4,47.36842105263159,90.78289473684212,1.52,2.24,,6,0,2025-02
VLCN,2025-02-04,backside_pop,opening_fbo,1.700172477705854,grade_a,1,0.728,0.728,1.8,0.4,70.95808383233533,202.39520958083835,26.72,45.68,,7,0,2025-02
QNTM,2025-02-04,backside_pop,opening_fbo,1.9303652220783238,grade_a,1,0.728,0.728,1.8,0.4,83.64779874213835,128.9308176100629,3.18,5.84,,8,0,2025-02
AZTR,2025-02-04,backside_pop,opening_fbo,-0.08467404218073739,grade_b,0,0.728,0.728,1.8,0.4,88.510890662066,111.09553590683632,1.8548,3.4965,,0,1,2025-02
EVAX,2025-02-04,deep_backside,opening_fbo,1.9429952159836237,grade_a,1,0.75,0.75,1.6,0.4,63.750000000000014,68.75,2.4,3.93,,1,0,2025-02
PTIR,2025-02-04,deep_backside,opening_fbo,2.201011608211396,grade_a,1,0.75,0.75,1.6,0.4,44.79008721014458,54.71832958287861,10.3543,14.992,,2,0,2025-02
OGEN,2025-02-05,backside_pop,opening_fbo,1.1164806507148746,grade_a,1,0.728,0.728,1.8,0.4,87.99718409010912,121.7177050334389,8.523,16.023,,3,0,2025-02
KTTA,2025-02-05,deep_backside,opening_fbo,-0.09427911799558741,grade_b,0,0.75,0.75,1.6,0.4,74.51923076923076,85.09615384615385,2.08,3.63,,0,1,2025-02
LIPO,2025-02-06,high_and_tight,opening_fbo,-0.004175768025777932,grade_b,0,0.8,0.8,2.1,0.4,155.81395348837208,183.33333333333331,2.58,6.6,,0,2,2025-02
CDT,2025-02-07,backside_pop,opening_fbo,0.15070319700953,grade_b,1,0.728,0.728,1.8,0.4,72.25806451612901,138.70967741935485,23.25,40.05,,1,0,2025-02
CYTH,2025-02-07,deep_backside,opening_fbo,1.2288211914332954,grade_a,1,0.75,0.75,1.6,0.4,74.02597402597402,88.3116883116883,0.77,1.34,,2,0,2025-02
CYN,2025-02-10,deep_backside,opening_fbo,1.0704743603810607,grade_a,1,0.75,0.75,1.6,0.4,47.00996677740865,227.24252491694355,9.03,13.275,,3,0,2025-02
PNBK,2025-02-10,deep_backside,opening_fbo,0.33491321282394965,grade_b,1,0.75,0.75,1.6,0.4,62.75862068965517,70.34482758620693,1.45,2.36,,4,0,2025-02
DOMH,2025-02-11,deep_backside,opening_fbo,1.7770450189011322,grade_a,1,0.75,0.75,1.6,0.4,69.31818181818181,83.92857142857142,6.16,10.43,,5,0,2025-02
INAB,2025-02-11,deep_backside,opening_fbo,1.0746276647319533,grade_a,1,0.75,0.75,1.6,0.4,47.57497223250648,54.646427249167,8.103,11.958,,6,0,2025-02
LIPO,2025-02-11,deep_backside,opening_fbo,1.0028926950784045,grade_a,1,0.75,0.75,1.6,0.4,50.16393442622952,53.77049180327871,3.05,4.58,,7,0,2025-02
TIVC,2025-02-12,backside_pop,opening_fbo,1.7138827812773056,grade_a,1,0.728,0.728,1.8,0.4,64.0,198.55319148936167,3.995,6.5518,,8,0,2025-02
NXU,2025-02-12,deep_backside,opening_fbo,1.5719296135755714,grade_a,1,0.75,0.75,1.6,0.4,70.79225994888645,82.18327856882075,5.478,9.356,,9,0,2025-02
AMOD,2025-02-13,backside_pop,opening_fbo,2.101169728327526,grade_a,1,0.728,0.728,1.8,0.4,76.63043478260869,227.1684782608695,1.84,3.25,,10,0,2025-02
EDSA,2025-02-13,backside_pop,opening_fbo,-0.1208315533083173,grade_b,0,0.728,0.728,1.8,0.4,60.752688172043015,141.39247311827953,1.86,2.99,,0,1,2025-02
JTAI,2025-02-14,high_and_tight,opening_fbo,-0.38733044516140336,grade_c,0,0.8,0.8,2.1,0.4,125.96899224806202,217.82945736434104,2.58,5.83,,0,2,2025-02
WRD,2025-02-14,backside_pop,opening_fbo,-0.0709192715154521,grade_b,0,0.728,0.728,1.8,0.4,108.09551543389628,146.01048340128128,17.17,35.73,,0,3,2025-02
KWE,2025-02-18,backside_pop,opening_fbo,2.4561268395718914,grade_a,1,0.728,0.728,1.8,0.4,67.8800856531049,169.8072805139186,9.807,16.464,,1,0,2025-02
EFOI,2025-02-18,backside_pop,opening_fbo,2.198009324168255,grade_a,1,0.728,0.728,1.8,0.4,51.16279069767441,124.03100775193798,1.29,1.95,,2,0,2025-02
PRFX,2025-02-18,deep_backside,opening_fbo,0.03646072157589958,grade_b,1,0.75,0.75,1.6,0.4,86.87943262411348,93.968085106383,2.82,5.27,,3,0,2025-02
SLDB,2025-02-18,deep_backside,opening_fbo,1.0281654685254833,grade_a,1,0.75,0.75,1.6,0.4,65.75682382133994,78.66004962779157,4.03,6.68,,4,0,2025-02
OSRH,2025-02-19,backside_pop,opening_fbo,0.03353794205652025,grade_b,1,0.728,0.728,1.8,0.4,81.99356913183281,221.54340836012864,3.11,5.66,,5,0,2025-02
SINT,2025-02-19,backside_pop,opening_fbo,2.4591003327395318,grade_a,1,0.728,0.728,1.8,0.4,87.2340425531915,116.6666666666667,2.82,5.28,,6,0,2025-02
XOS,2025-02-20,deep_backside,opening_fbo,1.942415045863005,grade_a,1,0.75,0.75,1.6,0.4,41.53354632587859,192.32907348242816,3.13,4.43,,7,0,2025-02
WOK,2025-02-20,backside_pop,opening_fbo,1.7922747112924995,grade_a,1,0.728,0.728,1.8,0.4,92.77108433734938,140.96385542168673,2.49,4.8,,8,0,2025-02
APTO,2025-02-20,deep_backside,opening_fbo,0.4300204911190996,grade_b,1,0.75,0.75,1.6,0.4,58.639092728485664,70.11340893929288,4.497,7.134,,9,0,2025-02
MLGO,2025-02-21,high_and_tight,opening_fbo,2.0012601045254357,grade_a,1,0.8,0.8,2.1,0.4,172.1826086956522,918.2608695652174,34.5,93.903,,10,0,2025-02
UPC,2025-02-21,backside_pop,opening_fbo,0.3569942159934378,grade_b,1,0.728,0.728,1.8,0.4,81.89473684210526,144.77192982456137,5.7,10.368,,11,0,2025-02
NAAS,2025-02-21,deep_backside,opening_fbo,2.0745853169441517,grade_a,1,0.75,0.75,1.6,0.4,64.74820143884894,81.29496402877699,22.24,36.64,,12,0,2025-02
ATCH,2025-02-24,backside_pop,opening_fbo,2.33844596090769,grade_a,1,0.728,0.728,1.8,0.4,71.06382978723403,461.2765957446808,2.35,4.02,,13,0,2025-02
PEPG,2025-02-24,backside_pop,opening_fbo,2.38161647494105,grade_a,1,0.728,0.728,1.8,0.4,90.51094890510949,227.007299270073,1.37,2.61,,14,0,2025-02
RETO,2025-02-24,high_and_tight,opening_fbo,2.153331274955679,grade_a,1,0.8,0.8,2.1,0.4,166.07538802660756,203.03030303030303,4.059,10.8,,15,0,2025-02
ATPC,2025-02-24,backside_pop,opening_fbo,1.4074010220506574,grade_a,1,0.728,0.728,1.8,0.4,59.18803418803418,142.5213675213675,0.936,1.49,,16,0,2025-02
ONVO,2025-02-25,frontside,opening_fbo,1.752837435238118,grade_a,1,0.75,0.75,1.8,0.5,238.75338753387533,395.9349593495936,4.428,15.0,,17,0,2025-02
WAFU,2025-02-25,backside_pop,opening_fbo,2.34966549308619,grade_a,1,0.728,0.728,1.8,0.4,83.79888268156425,318.4301675977653,1.79,3.29,,18,0,2025-02
BREA,2025-02-25,deep_backside,opening_fbo,1.1443387014750204,grade_a,1,0.75,0.75,1.6,0.4,58.40329478853161,99.572311104071,6.313,10.0,,19,0,2025-02
ENVB,2025-02-26,high_and_tight,opening_fbo,1.3757848208721677,grade_a,1,0.8,0.8,2.1,0.4,160.16949152542372,281.35593220338984,1.18,3.07,,20,0,2025-02
TRNR,2025-02-26,backside_pop,opening_fbo,1.276086616985691,grade_a,1,0.728,0.728,1.8,0.4,64.26239865220596,167.44235021585766,9.497,15.6,,21,0,2025-02
SYTA,2025-02-26,deep_backside,opening_fbo,1.9049276227539655,grade_a,1,0.75,0.75,1.6,0.4,99.71428571428572,99.71428571428572,3.5,6.99,,22,0,2025-02
ULY,2025-02-27,backside_pop,opening_fbo,-0.3775012784111714,grade_c,0,0.728,0.728,1.8,0.4,101.04761904761904,127.61706349206348,5.04,10.1328,,0,1,2025-02
XNET,2025-02-27,deep_backside,opening_fbo,1.482785603816056,grade_a,1,0.75,0.75,1.6,0.4,63.44827586206898,65.68965517241378,2.9,4.74,,1,0,2025-02
NIXX,2025-02-27,deep_backside,opening_fbo,1.9131603316335437,grade_a,1,0.75,0.75,1.6,0.4,48.1012658227848,62.0253164556962,1.58,2.34,,2,0,2025-02
NVVE,2025-02-28,backside_pop,opening_fbo,1.483683250463132,grade_a,1,0.728,0.728,1.8,0.4,81.24999999999999,109.1625,2.4,4.35,,3,0,2025-02
FTFT,2025-03-03,backside_pop,opening_fbo,0.20626865427951824,grade_b,1,0.728,0.728,1.8,0.4,85.94059405940592,147.37623762376236,2.02,3.756,,4,0,2025-03
MASS,2025-03-04,backside_pop,opening_fbo,1.3169992034803641,grade_a,1,0.728,0.728,1.8,0.4,76.76767676767678,102.02020202020203,1.98,3.5,,5,0,2025-03
UOKA,2025-03-04,deep_backside,opening_fbo,1.251600203680874,grade_a,1,0.75,0.75,1.6,0.4,51.06666666666667,63.794666666666664,3.75,5.665,,6,0,2025-03
GV,2025-03-05,backside_pop,opening_fbo,0.2233896828942808,grade_b,1,0.728,0.728,1.8,0.4,76.74418604651162,208.5271317829457,1.29,2.28,,7,0,2025-03
ARBB,2025-03-05,deep_backside,opening_fbo,1.9711173329765783,grade_a,1,0.75,0.75,1.6,0.4,70.5576923076923,87.01923076923077,7.8,13.3035,,8,0,2025-03
CMRX,2025-03-05,deep_backside,opening_fbo,1.8405557839758855,grade_a,1,0.75,0.75,1.6,0.4,69.35483870967742,70.76612903225808,4.96,8.4,,9,0,2025-03
SLXN,2025-03-05,deep_backside,opening_fbo,0.3676769075361454,grade_b,1,0.75,0.75,1.6,0.4,40.54054054054054,60.36036036036037,16.65,23.4,,10,0,2025-03
AGMH,2025-03-06,backside_pop,opening_fbo,-0.48676637093013136,grade_c,0,0.728,0.728,1.8,0.4,89.14956011730206,182.297165200391,5.115,9.675,,0,1,2025-03
GV,2025-03-06,deep_backside,opening_fbo,1.2032907238782349,grade_a,1,0.75,0.75,1.6,0.4,64.81732070365359,90.52503382949936,3.695,6.09,,1,0,2025-03
SCNX,2025-03-06,deep_backside,opening_fbo,0.26249213577611413,grade_b,1,0.75,0.75,1.6,0.4,47.72727272727271,64.09090909090907,2.2,3.25,,2,0,2025-03
PSTV,2025-03-07,deep_backside,opening_fbo,2.066082911840943,grade_a,1,0.75,0.75,1.6,0.4,39.93055555555557,60.40972222222221,1.44,2.015,,3,0,2025-03
