ticker,date,entry_price,exit_price,shares,pnl_per_share,total_pnl,exit_reason,stop_loss,fade_50,fade_70,fade_85,prev_close,gap_pct,pm_high_pct,day_high,day_low,day_close
LVTX,2024-01-25,2.31,2.23,828,0.08000000000000007,66.24000000000007,eod_close,2.5515000000000003,1.935,1.7850000000000001,1.6725,1.56,48.07692307692307,55.769230769230774,2.43,2.02,2.23
PCSA,2024-01-25,3.65,5.1,78,-1.4499999999999997,-113.09999999999998,eod_close,6.205395,2.8499999999999996,2.53,2.29,2.05,78.04878048780489,188.28780487804883,5.9099,3.62,5.1
CRBP,2024-01-26,16.81,29.49,7,-12.68,-88.75999999999999,eod_close,41.957685,12.625,10.950999999999999,9.6955,8.44,99.17061611374407,373.45616113744074,39.9597,16.25,29.49
PBLA,2024-01-26,5.0,4.125,313,0.875,273.875,fade_50,5.6385000000000005,4.125,3.775,3.5125,3.25,53.84615384615385,65.23076923076923,5.37,3.82,4.27
PALI,2024-01-29,17.55,14.4,33,3.1500000000000004,103.95000000000002,eod_close,23.4675,12.675,10.725,9.2625,7.8,125.0,186.53846153846155,22.35,13.95,14.4
PXLW,2024-01-30,24.24,21.0,30,3.2399999999999984,97.19999999999996,fade_50,30.744000000000003,21.0,19.704,18.732,17.76,36.48648648648646,64.86486486486484,29.28,19.92,20.1
INBS,2024-02-02,4.14,5.95,62,-1.8100000000000005,-112.22000000000003,eod_close,7.3395,3.275,2.929,2.6695,2.41,71.7842323651452,190.0414937759336,6.99,3.93,5.95
YTEN,2024-02-05,10.896,8.200800000000001,59,2.6952,159.0168,fade_50,14.238000000000001,8.200800000000001,7.12272,6.31416,5.5056,97.9075850043592,146.29468177855273,13.56,8.16,8.4
FDMT,2024-02-05,30.05,32.29,27,-2.2399999999999984,-60.47999999999996,eod_close,37.39407,23.77,21.258,19.374,17.49,71.81246426529448,103.62149799885651,35.6134,28.7501,32.29
TENX,2024-02-06,20.31,12.197,89,8.113,722.057,fade_70,22.532895000000003,14.515,12.197,10.4585,8.72,132.9128440366972,146.0997706422018,21.4599,10.7,11.45
GLT,2024-02-07,32.89,34.32,48,-1.4299999999999997,-68.63999999999999,eod_close,36.991499999999995,24.765,21.515,19.0775,16.64,97.65625,111.71874999999996,35.23,25.48,34.32
HKIT,2024-02-08,5.68,3.41,177,2.2699999999999996,401.7899999999999,fade_50,6.804000000000001,3.41,2.502,1.8209999999999997,1.14,398.2456140350878,468.421052631579,6.48,2.91,3.63
CCTG,2024-02-08,5.81,4.75,135,1.0599999999999996,143.09999999999994,eod_close,7.287000000000001,4.199999999999999,3.5559999999999996,3.073,2.59,124.32432432432432,167.953667953668,6.94,4.3,4.75
SYRA,2024-02-08,3.25,4.85,36,-1.5999999999999996,-57.59999999999999,eod_close,8.788499999999999,2.18045,1.75263,1.431765,1.1109,192.55558556125663,653.4431541992979,8.37,3.13,4.85
BETS,2024-02-08,3.1,3.5,136,-0.3999999999999999,-54.39999999999999,eod_close,4.5675,2.44,2.176,1.978,1.78,74.15730337078652,144.3820224719101,4.35,2.54,3.5
TOP,2024-02-09,6.95,5.39,165,1.5600000000000005,257.4000000000001,eod_close,8.1585,5.11,4.3740000000000006,3.822,3.27,112.53822629969419,137.61467889908255,7.77,5.21,5.39
WISH,2024-02-12,6.42,6.26,248,0.16000000000000014,39.680000000000035,eod_close,7.224,5.46,5.076,4.788,4.5,42.666666666666664,52.8888888888889,6.88,6.0,6.26
MGIH,2024-02-12,1.85,3.11,24,-1.2599999999999998,-30.239999999999995,eod_close,10.0485,1.44,1.276,1.153,1.03,79.6116504854369,829.1262135922331,9.57,1.66,3.11
BMR,2024-02-12,6.07,9.95,6,-3.879999999999999,-23.279999999999994,eod_close,36.687,4.09,3.298,2.7039999999999997,2.11,187.67772511848344,1555.9241706161138,34.94,6.05,9.95
BGLC,2024-02-13,10.6,15.7,8,-5.1,-40.8,eod_close,35.595,7.355,6.057,5.0835,4.11,157.9075425790754,724.817518248175,33.9,9.5,15.7
OMH,2024-02-13,52.9,24.55,19,28.349999999999998,538.65,fade_70,63.0,32.65,24.55,18.475,12.4,326.61290322580646,383.8709677419355,60.0,22.1,22.6
ELWS,2024-02-14,8.8,6.55,41,2.250000000000001,92.25000000000004,eod_close,13.65,5.5375,4.2325,3.25375,2.275,286.81318681318686,471.42857142857144,13.0,6.15,6.55
IINN,2024-02-14,1.79,1.209,746,0.581,433.426,fade_70,2.058,1.375,1.209,1.0845,0.96,86.45833333333334,104.16666666666666,1.96,1.11,1.3
DTSS,2024-02-14,10.54,8.98,18,1.5599999999999987,28.079999999999977,eod_close,21.3045,6.004999999999999,4.191,2.8305,1.47,617.0068027210884,1280.2721088435374,20.29,8.3,8.98
CCG,2024-02-14,6.56,4.87,50,1.6899999999999995,84.49999999999997,fade_50,10.5,4.87,4.194,3.6870000000000003,3.18,106.2893081761006,214.46540880503142,10.0,4.5501,4.75
COGT,2024-02-14,8.5503,8.7,149,-0.14969999999999928,-22.305299999999892,eod_close,9.88554,7.00515,6.38709,5.923545,5.46,56.5989010989011,72.43223443223444,9.4148,7.95,8.7
CNVS,2024-02-14,3.18,2.365,211,0.815,171.96499999999997,fade_50,4.1265,2.365,2.039,1.7945,1.55,105.16129032258065,153.5483870967742,3.93,2.11,2.35
CHNR,2024-02-15,20.88,27.76,3,-6.880000000000003,-20.640000000000008,eod_close,74.34,14.564799999999998,12.038719999999998,10.14416,8.2496,153.1031807602793,758.2234290147401,70.8,19.28,27.76
JXJT,2024-02-15,8.5,3.404,459,5.096,2339.064,fade_70,8.9355,4.86,3.404,2.3120000000000003,1.22,596.7213114754098,597.5409836065575,8.51,2.6,2.83
NNOX,2024-02-15,12.44,9.4,223,3.039999999999999,677.9199999999998,fade_50,13.334999999999999,9.4,8.184,7.272,6.36,95.59748427672955,99.68553459119495,12.7,9.19,9.5
SOUN,2024-02-15,4.01,3.1325,790,0.8775,693.2249999999999,fade_50,4.263,3.1325,2.7815,2.51825,2.255,77.82705099778269,80.04434589800442,4.06,3.11,3.76
TCTM,2024-02-16,1.94,1.5,344,0.43999999999999995,151.35999999999999,fade_50,2.52,1.5,1.324,1.192,1.06,83.01886792452828,126.41509433962264,2.4,1.401,1.8
CPOP,2024-02-16,3.94,2.635,50,1.3050000000000002,65.25000000000001,fade_50,7.864395,2.635,2.113,1.7215,1.33,196.24060150375936,463.15037593984954,7.4899,2.48,2.65
AMBO,2024-02-16,3.0,3.0,55,0.0,0.0,eod_close,6.61605,2.19,1.8659999999999999,1.6229999999999998,1.38,117.3913043478261,356.5942028985508,6.301,2.55,3.0
GXAI,2024-02-16,14.4,8.73,34,5.67,192.78,fade_50,20.16,8.73,6.462,4.761,3.06,370.5882352941176,527.4509803921569,19.2,7.68,8.4816
SOGP,2024-02-21,4.68,4.42,84,0.2599999999999998,21.839999999999982,eod_close,7.035,3.7775,3.4165,3.14575,2.875,62.782608695652165,133.04347826086956,6.7,3.9,4.42
VTYX,2024-02-21,4.07,5.04,52,-0.9699999999999998,-50.43999999999998,eod_close,7.875,3.5300000000000002,3.314,3.152,2.99,36.12040133779264,150.83612040133775,7.5,3.98,5.04
BZFD,2024-02-22,1.8,1.3372,806,0.4628000000000001,373.0168000000001,fade_50,2.04792,1.3372,1.15208,1.01324,0.8744,105.85544373284539,123.05580969807868,1.9504,1.248,1.3824
MRVI,2024-02-23,6.95,8.36,95,-1.4099999999999993,-133.94999999999993,eod_close,9.051,6.03,5.662,5.386,5.11,36.0078277886497,68.68884540117415,8.62,6.77,8.36
AXTI,2024-02-23,3.16,3.86,103,-0.6999999999999997,-72.09999999999997,eod_close,5.0925,2.7199999999999998,2.544,2.412,2.28,38.59649122807019,112.71929824561404,4.85,3.15,3.86
ZVSA,2024-02-26,14.3,11.155000000000001,16,3.1449999999999996,50.31999999999999,fade_50,26.25,11.155000000000001,9.897,8.9535,8.01,78.52684144818977,212.10986267166044,25.0,10.4,10.8
JANX,2024-02-27,35.79,49.75,10,-13.96,-139.60000000000002,eod_close,54.6,25.445,21.307,18.2035,15.1,137.01986754966887,244.37086092715234,52.0,34.25,49.75
IFBD,2024-02-27,47.12,25.836,19,21.284,404.39599999999996,fade_85,57.372,34.599999999999994,29.592,25.836,22.08,113.4057971014493,147.46376811594203,54.64,8.32,10.24
VKTX,2024-02-27,69.77,85.05,8,-15.280000000000001,-122.24000000000001,eod_close,94.5,54.125,47.867,43.1735,38.48,81.31496881496882,133.88773388773393,90.0,57.56,85.05
APLT,2024-02-28,8.08,7.4,112,0.6799999999999997,76.15999999999997,eod_close,9.8595,6.83,6.33,5.955,5.58,44.80286738351255,68.27956989247312,9.39,6.93,7.4
VANI,2024-02-28,6.05,3.5300000000000002,93,2.5199999999999996,234.35999999999996,fade_50,8.19,3.5300000000000002,2.5220000000000002,1.766,1.01,499.009900990099,672.2772277227723,7.8,3.51,3.74
IXHL,2024-02-28,7.11,5.665,112,1.4450000000000003,161.84000000000003,fade_50,8.893185,5.665,5.087,4.6535,4.22,68.4834123222749,100.7037914691943,8.4697,5.51,6.27
BETS,2024-02-28,3.83,4.28,81,-0.4500000000000002,-36.45000000000002,eod_close,6.2895,3.16,2.8920000000000003,2.6910000000000003,2.49,53.8152610441767,140.5622489959839,5.99,3.33,4.28
BYND,2024-02-28,11.3,9.83,140,1.4700000000000006,205.8000000000001,eod_close,12.725895,9.41,8.654,8.087,7.52,50.26595744680853,61.1688829787234,12.1199,9.62,9.83
ENVB,2024-02-29,29.55,21.0075,12,8.5425,102.51,fade_50,45.99,21.0075,17.5905,15.02775,12.465,137.06377858002406,251.38387484957877,43.8,19.8,21.75
MINM,2024-03-01,5.82,5.0600000000000005,168,0.7599999999999998,127.67999999999996,fade_50,7.0035,5.0600000000000005,4.756,4.528,4.3,35.34883720930234,55.11627906976744,6.67,4.86,5.81
AISP,2024-03-05,3.3,4.95,67,-1.6500000000000004,-110.55000000000003,eod_close,6.2685,2.4749999999999996,2.145,1.8975,1.65,100.0,261.8181818181818,5.97,2.63,4.95
APGE,2024-03-05,59.91,59.3,22,0.6099999999999994,13.419999999999987,eod_close,68.6805,50.825,47.191,44.4655,41.74,43.531384762817424,56.70819357930041,65.41,52.89,59.3
AISP,2024-03-06,8.93,6.9399999999999995,234,1.9900000000000002,465.66,fade_50,9.78159,6.9399999999999995,6.144,5.547,4.95,80.40404040404039,88.19797979797978,9.3158,6.28,6.92
APM,2024-03-06,3.2799,9.49,13,-6.210100000000001,-80.7313,eod_close,18.3645,2.365,1.99904,1.72457,1.4501,126.18440107578787,1106.1237156058203,17.49,2.63,9.49
PHGE,2024-03-06,7.2,6.879,112,0.3210000000000006,35.95200000000007,eod_close,8.977500000000001,4.7555,3.7777000000000003,3.04435,2.311,211.55344006923414,269.96971008221556,8.55,5.21,6.879
HNST,2024-03-07,4.21,3.3089999999999997,216,0.9010000000000002,194.61600000000004,fade_85,5.1345,3.6799999999999997,3.468,3.3089999999999997,3.15,33.65079365079365,55.23809523809524,4.89,3.2355,3.93
BREA,2024-03-07,22.1,19.5,56,2.6000000000000014,145.60000000000008,eod_close,25.62,16.15,13.77,11.985,10.2,116.6666666666667,139.2156862745098,24.4,17.2,19.5
LYT,2024-03-07,9.516,8.7,19,0.8160000000000007,15.504000000000014,eod_close,19.552680000000002,5.913,4.4718,3.3909000000000002,2.31,311.94805194805195,706.1298701298701,18.6216,8.05,8.7
CELZ,2024-03-07,7.97,5.723,70,2.247,157.29,fade_70,10.79526,6.365,5.723,5.241499999999999,4.76,67.43697478991596,115.99159663865547,10.2812,5.68,6.3
AIMD,2024-03-08,14.0,9.8,87,4.199999999999999,365.3999999999999,fade_50,16.275000000000002,9.8,8.12,6.859999999999999,5.6,150.00000000000003,176.78571428571433,15.5,9.0,10.25
PIK,2024-03-11,9.04,4.602,91,4.437999999999999,403.8579999999999,fade_70,11.235,5.869999999999999,4.602,3.651,2.7,234.81481481481475,296.29629629629625,10.7,4.5,4.87
RGLS,2024-03-12,2.33,2.36,121,-0.029999999999999805,-3.6299999999999764,eod_close,3.9795000000000003,1.855,1.665,1.5225,1.38,68.84057971014495,174.6376811594203,3.79,1.98,2.36
CLRO,2024-03-12,25.05,30.9,14,-5.849999999999998,-81.89999999999998,eod_close,39.05842500000001,19.31475,17.02065,15.300075,13.5795,84.46923671711036,173.93129349386948,37.1985,24.15,30.9
GXAI,2024-03-13,10.59,6.901,30,3.689,110.67,fade_70,17.0835,7.955,6.901,6.1105,5.32,99.06015037593984,205.82706766917292,16.27,6.5,8.04
CDLX,2024-03-15,12.5,14.5,66,-2.0,-132.0,eod_close,15.4875,10.342500000000001,9.4795,8.83225,8.185,52.71838729383017,80.2076970067196,14.75,11.8,14.5
OTRK,2024-03-19,7.65,5.25,94,2.4000000000000004,225.60000000000002,fade_50,9.765,5.25,4.29,3.5700000000000003,2.85,168.42105263157896,226.3157894736842,9.3,5.04,6.6
FUSN,2024-03-19,20.96,21.18,152,-0.21999999999999886,-33.43999999999983,eod_close,22.270500000000002,15.8,13.736,12.188,10.64,96.99248120300751,99.3421052631579,21.21,20.85,21.18
ASST,2024-03-21,4.05,3.2874999999999996,484,0.7625000000000002,369.05000000000007,fade_50,4.4625,3.2874999999999996,2.9825,2.7537499999999997,2.525,60.396039603960396,68.31683168316833,4.25,3.0385,3.225
KAVL,2024-03-21,2.23,2.91,107,-0.6800000000000002,-72.76000000000002,eod_close,4.0845,1.78,1.6,1.465,1.33,67.66917293233081,192.4812030075188,3.89,2.22,2.91
NVFY,2024-03-22,3.5,3.04,175,0.45999999999999996,80.5,eod_close,4.640895,2.675,2.345,2.0975,1.85,89.18918918918918,138.91351351351352,4.4199,2.87,3.04
OTLK,2024-03-22,10.77,8.905,130,1.8650000000000002,242.45000000000002,fade_50,12.306000000000001,8.905,8.158999999999999,7.5995,7.04,52.98295454545454,66.47727272727273,11.72,8.3,8.63
CYTO,2024-03-25,3.17,2.162,404,1.008,407.232,fade_70,3.6645000000000003,2.45,2.162,1.946,1.73,83.23699421965318,101.73410404624276,3.49,2.1,2.35
STOK,2024-03-26,11.07,10.29,77,0.7800000000000011,60.06000000000009,eod_close,13.65,8.785,7.871,7.1855,6.5,70.30769230769232,100.0,13.0,10.16,10.29
OPGN,2024-03-26,9.745,7.2475,307,2.4974999999999996,766.7324999999998,fade_50,10.395000000000001,7.2475,6.2485,5.49925,4.75,105.1578947368421,108.42105263157897,9.9,6.4,7.5
LIXT,2024-03-27,3.99,3.1225,317,0.8675000000000002,274.99750000000006,fade_50,4.620000000000001,3.1225,2.7755,2.51525,2.255,76.94013303769404,95.12195121951221,4.4,3.05,3.52
IBIO,2024-03-27,2.7,3.36,130,-0.6599999999999997,-85.79999999999995,eod_close,4.2315000000000005,1.925,1.615,1.3824999999999998,1.15,134.78260869565221,250.4347826086957,4.03,2.3,3.36
PIK,2024-03-28,5.42,4.345,398,1.0750000000000002,427.8500000000001,fade_50,5.921895,4.345,3.915,3.5925,3.27,65.74923547400611,72.47400611620796,5.6399,4.16,4.57
AVTX,2024-03-28,18.7,21.75,11,-3.0500000000000007,-33.55000000000001,eod_close,36.183,11.725,8.934999999999999,6.842499999999999,4.75,293.6842105263158,625.4736842105264,34.46,16.65,21.75
VVPR,2024-04-02,4.68,5.9,57,-1.2200000000000006,-69.54000000000003,eod_close,8.137500000000001,3.0649999999999995,2.4189999999999996,1.9344999999999999,1.45,222.75862068965515,434.48275862068965,7.75,4.16,5.9
TPET,2024-04-02,4.4,3.233,465,1.1670000000000003,542.6550000000001,fade_50,4.83,3.233,2.7662,2.4161,2.066,112.97192642787999,122.65246853823814,4.6,2.892,2.97
AINC,2024-04-02,4.0,5.0,160,-1.0,-160.0,eod_close,5.25,3.0,2.6,2.3,2.0,100.0,150.0,5.0,4.0,5.0
KTRA,2024-04-03,7.5425,5.52825,156,2.0142500000000005,314.22300000000007,fade_50,8.82,5.52825,4.72255,4.118275,3.514,114.64143426294824,139.04382470119523,8.4,4.9735,5.74
ABIO,2024-04-03,34.92,39.0,14,-4.079999999999998,-57.119999999999976,eod_close,48.888000000000005,27.72,24.84,22.68,20.52,70.17543859649123,126.90058479532165,46.56,34.56,39.0
TVGN,2024-04-04,4.73,3.25293,692,1.4770700000000003,1022.1324400000002,fade_70,5.019,3.67495,3.25293,2.9364149999999998,2.6199,80.54124203213865,82.44971182106188,4.78,2.95,3.4
GCTS,2024-04-05,11.03,8.379999999999999,136,2.6500000000000004,360.40000000000003,fade_50,12.495000000000001,8.379999999999999,7.32,6.525,5.73,92.49563699825477,107.6788830715532,11.9,7.5,8.16
LGVN,2024-04-08,3.74,2.431,99,1.3090000000000002,129.591,fade_85,5.7435,2.97,2.662,2.431,2.2,70.0,148.6363636363636,5.47,2.03,2.15
AUUD,2024-04-08,69.87,60.18,6,9.690000000000005,58.14000000000003,eod_close,101.745,47.09,37.978,31.144,24.31,187.41258741258744,298.6013986013986,96.9,58.65,60.18
UCAR,2024-04-08,7.88,5.1770000000000005,169,2.7029999999999994,456.8069999999999,fade_85,9.0615,6.29,5.654,5.1770000000000005,4.7,67.6595744680851,83.61702127659576,8.63,5.16,5.37
LASE,2024-04-09,3.97,2.7,272,1.27,345.44,fade_50,4.704000000000001,2.7,2.192,1.811,1.43,177.62237762237763,213.28671328671334,4.48,2.53,2.59
ACRV,2024-04-09,9.97,9.62,79,0.3500000000000014,27.650000000000112,eod_close,12.495000000000001,7.94,7.128,6.519,5.91,68.69712351945854,101.35363790186128,11.9,8.8,9.62
ADIL,2024-04-10,2.55,1.8399999999999999,611,0.71,433.81,fade_50,2.8770000000000002,1.8399999999999999,1.5559999999999998,1.343,1.13,125.66371681415929,142.4778761061947,2.74,1.75,2.33
MRIN,2024-04-10,3.06,3.8982,75,-0.8382000000000001,-62.865,eod_close,5.7197700000000005,2.3913,2.12382,1.9232099999999999,1.7226,77.63845350052247,216.23127830024384,5.4474,2.832,3.8982
RLYB,2024-04-11,3.33,2.98,660,0.3500000000000001,231.00000000000006,eod_close,3.633,2.48,2.1399999999999997,1.8849999999999998,1.63,104.29447852760738,112.26993865030677,3.46,2.63,2.98
ELYM,2024-04-11,4.01,4.58,204,-0.5700000000000003,-116.28000000000006,eod_close,4.9875,3.34,3.072,2.871,2.67,50.187265917603,77.90262172284645,4.75,3.9201,4.58
NXPL,2024-04-12,2.49,1.7970000000000002,617,0.6930000000000001,427.581,fade_70,2.8140000000000005,1.995,1.7970000000000002,1.6485,1.5,66.00000000000001,78.66666666666669,2.68,1.78,1.87
SNGX,2024-04-15,10.832,7.57392,41,3.2580800000000005,133.58128000000002,fade_70,15.66432,8.5048,7.57392,6.87576,6.1776,75.34317534317535,141.49184149184148,14.9184,7.2,7.52
PALI,2024-04-16,8.75,5.537,144,3.213,462.672,fade_70,10.1325,6.455,5.537,4.8485000000000005,4.16,110.33653846153845,131.97115384615384,9.65,5.34,5.93
INVO,2024-04-17,2.01,1.82,120,0.18999999999999972,22.79999999999997,eod_close,3.6750000000000003,1.3849999999999998,1.135,0.9475,0.76,164.47368421052627,360.5263157894737,3.5,1.7,1.82
BPTH,2024-04-18,5.41,3.5655,75,1.8445,138.3375,fade_85,8.053395,4.325,3.891,3.5655,3.24,66.9753086419753,136.7253086419753,7.6699,3.56,4.2
AGBA,2024-04-18,2.6233,1.72475,204,0.89855,183.30419999999998,fade_50,3.6003450000000004,1.72475,1.3653300000000002,1.095765,0.8262,217.51391914790608,315.0205761316872,3.4289,1.4893,2.1275
TIRX,2024-04-18,7.35,3.9016599999999997,476,3.44834,1641.40984,fade_70,7.7700000000000005,4.8869,3.9016599999999997,3.16273,2.4238,203.2428418186319,205.3057182935886,7.4,3.5,4.0
RWOD,2024-04-19,11.26,9.6283,80,1.6317000000000004,130.53600000000003,fade_50,13.755,9.6283,8.97562,8.48611,7.9966,40.809844183778104,63.81962333991946,13.1,9.38,10.08
ZCMD,2024-04-19,2.65,1.81,881,0.8399999999999999,740.0399999999998,fade_70,2.8770000000000002,2.05,1.81,1.63,1.45,82.75862068965517,88.96551724137933,2.74,1.71,1.94
MLEC,2024-04-22,29.7,21.85,45,7.849999999999998,353.2499999999999,fade_50,34.125,21.85,18.71,16.355,14.0,112.14285714285714,132.14285714285717,32.5,21.0,24.7
MTTR,2024-04-22,4.05,4.8,168,-0.75,-126.0,eod_close,5.2395000000000005,2.8949999999999996,2.433,2.0865,1.74,132.75862068965517,186.7816091954023,4.99,3.24,4.8
PALI,2024-04-23,6.87,5.9,117,0.9699999999999998,113.48999999999997,fade_50,8.5785,5.9,5.512,5.221,4.93,39.35091277890467,65.72008113590265,8.17,5.67,5.92
AMST,2024-04-24,3.8,3.35,264,0.44999999999999973,118.79999999999993,eod_close,4.557,2.9,2.54,2.27,2.0,89.99999999999999,117.0,4.34,2.96,3.35
RILY,2024-04-24,30.61,29.75,32,0.8599999999999994,27.519999999999982,eod_close,36.75,26.165,24.387,23.0535,21.72,40.930018416206266,61.141804788213626,35.0,26.46,29.75
BOF,2024-04-24,1.95,2.08,291,-0.13000000000000012,-37.830000000000034,eod_close,2.635395,1.56,1.404,1.287,1.17,66.66666666666667,114.52136752136752,2.5099,1.68,2.08
PCSA,2024-04-25,2.46,2.43,564,0.029999999999999805,16.919999999999888,eod_close,2.8140000000000005,2.04,1.872,1.746,1.62,51.85185185185184,65.4320987654321,2.68,2.08,2.43
DCPH,2024-04-29,25.2,25.28,136,-0.08000000000000185,-10.880000000000251,eod_close,26.669999999999998,19.925,17.815,16.2325,14.65,72.0136518771331,73.37883959044366,25.4,25.165,25.28
GMM,2024-04-30,22.65,22.2,28,0.4499999999999993,12.59999999999998,eod_close,29.61,18.30225,16.56315,15.258825,13.9545,62.313232290658924,102.0853488122111,28.2,19.8,22.2
CTMX,2024-05-01,3.25,5.13,69,-1.88,-129.72,eod_close,6.1425,2.44,2.1159999999999997,1.8729999999999998,1.63,99.38650306748468,258.8957055214724,5.85,2.78,5.13
EBS,2024-05-02,2.95,3.3,97,-0.34999999999999964,-33.94999999999997,eod_close,4.998,2.44,2.2359999999999998,2.083,1.93,52.8497409326425,146.6321243523316,4.76,2.82,3.3
PRFT,2024-05-06,73.7,73.26,52,0.4399999999999977,22.87999999999988,eod_close,77.5425,60.905,55.787,51.9485,48.11,53.19060486385367,53.502390355435445,73.85,73.17,73.26
XBP,2024-05-06,4.32,3.22,883,1.1,971.3000000000001,fade_50,4.5465,3.22,2.7800000000000002,2.45,2.12,103.77358490566037,104.24528301886791,4.33,3.1,3.5
CMND,2024-05-07,1.75,1.46,1428,0.29000000000000004,414.12000000000006,fade_50,1.8900000000000001,1.46,1.3439999999999999,1.257,1.17,49.57264957264958,53.846153846153854,1.8,1.36,1.48
REBN,2024-05-08,3.09,3.19,120,-0.10000000000000009,-12.00000000000001,eod_close,4.745895,2.41,2.138,1.934,1.73,78.61271676300578,161.26589595375722,4.5199,2.74,3.19
CPOP,2024-05-09,3.53,3.12,203,0.4099999999999997,83.22999999999993,eod_close,4.515,2.6149999999999998,2.2489999999999997,1.9745,1.7,107.6470588235294,152.94117647058823,4.3,2.78,3.12
NVAX,2024-05-10,10.02,8.88,130,1.1399999999999988,148.19999999999985,eod_close,11.55,7.244999999999999,6.135,5.302499999999999,4.47,124.16107382550337,146.08501118568236,11.0,8.61,8.88
ITOS,2024-05-10,16.75,17.44,68,-0.6900000000000013,-46.92000000000009,eod_close,19.6875,14.469999999999999,13.558,12.873999999999999,12.19,37.40771123872027,53.814602132895814,18.75,16.58,17.44
ACIU,2024-05-13,3.38,3.3,759,0.08000000000000007,60.720000000000056,eod_close,3.6435000000000004,2.8449999999999998,2.6310000000000002,2.4705,2.31,46.32034632034631,50.21645021645023,3.47,2.88,3.3
GME,2024-05-13,26.34,30.45,14,-4.109999999999999,-57.53999999999999,eod_close,40.11000000000001,21.9,20.124000000000002,18.792,17.46,50.85910652920962,118.78579610538375,38.2,24.77,30.45
GME,2024-05-14,64.83,40.763999999999996,61,24.066000000000003,1468.026,fade_70,68.0715,47.64,40.763999999999996,35.607,30.45,112.90640394088669,112.90640394088669,64.83,36.0,48.75
SPWR,2024-05-14,5.03,3.89,226,1.1400000000000001,257.64000000000004,fade_50,5.9115,3.89,3.434,3.092,2.75,82.90909090909092,104.72727272727273,5.63,3.88,4.39
PLUG,2024-05-14,4.89,3.49,784,1.3999999999999995,1097.5999999999997,fade_70,5.1450000000000005,3.8899999999999997,3.49,3.19,2.89,69.20415224913494,69.55017301038062,4.9,3.42,3.44
FFIE,2024-05-14,3.988,11.408,17,-7.42,-126.14,eod_close,15.1116,3.214,2.9044,2.6722,2.44,63.44262295081967,489.83606557377044,14.392,3.6,11.408
AMC,2024-05-14,11.88,6.1935,336,5.6865000000000006,1910.6640000000002,fade_85,12.474000000000002,8.535,7.197000000000001,6.1935,5.19,128.90173410404623,128.90173410404623,11.88,5.85,6.85
SINT,2024-05-15,26.66,25.52,9,1.1400000000000006,10.260000000000005,eod_close,47.88,18.83,15.698,13.349,11.0,142.36363636363635,314.54545454545456,45.6,20.6,25.52
FFIE,2024-05-15,23.96,17.684,11,6.276,69.036,fade_50,41.160000000000004,17.684,15.1736,13.290799999999999,11.408,110.0280504908836,243.61851332398322,39.2,15.532,28.2
BMTX,2024-05-16,2.37,2.8,214,-0.4299999999999997,-92.01999999999994,eod_close,3.300675,2.04,1.908,1.809,1.71,38.596491228070185,83.83040935672514,3.1435,2.11,2.8
DUO,2024-05-17,24.32,26.88,18,-2.5599999999999987,-46.07999999999998,eod_close,35.28,15.3504,11.76256,9.07168,6.3808,281.14343029087263,426.57973921765296,33.6,21.28,26.88
BURU,2024-05-17,11.2,8.418,38,2.782,105.71600000000001,fade_50,16.38,8.418,7.3052,6.4706,5.636,98.72249822569196,176.79205110007095,15.6,8.02,8.56
GTBP,2024-05-20,7.8,7.8,58,0.0,0.0,eod_close,11.192895,5.46,4.524,3.822,3.12,149.99999999999997,241.66346153846155,10.6599,6.66,7.8
MGOL,2024-05-21,6.441,12.5,21,-6.059,-127.239,eod_close,15.645000000000001,4.369999999999999,3.5416,2.9202999999999997,2.299,180.16528925619832,548.1078729882558,14.9,5.5,12.5
MGRX,2024-05-21,7.062,7.7295,18,-0.6674999999999995,-12.014999999999992,eod_close,17.64,5.4285,4.7751,4.28505,3.795,86.08695652173914,342.6877470355731,16.8,6.315,7.7295
BZFD,2024-05-22,3.86,2.704,215,1.1559999999999997,248.53999999999994,fade_85,4.787999999999999,3.1799999999999997,2.908,2.704,2.5,54.39999999999999,82.39999999999998,4.56,2.64,3.01
ASTI,2024-05-23,21.0,21.47,13,-0.46999999999999886,-6.109999999999985,eod_close,35.7,17.07,15.498000000000001,14.319,13.14,59.81735159817351,158.75190258751903,34.0,19.0,21.47
BTTR,2024-05-24,6.72,4.492999999999999,253,2.2270000000000003,563.431,fade_85,7.5075,5.41,4.885999999999999,4.492999999999999,4.1,63.902439024390254,74.39024390243904,7.15,3.52,4.5
AKAN,2024-05-24,32.3126,20.150100000000002,41,12.162500000000001,498.6625000000001,fade_70,37.143750000000004,23.625100000000003,20.150100000000002,17.54385,14.9376,116.31721293916027,136.81849828620395,35.375,18.9376,25.6876
BNAI,2024-05-29,2.08,2.64,161,-0.56,-90.16000000000001,eod_close,3.3180000000000005,1.675,1.513,1.3915,1.27,63.779527559055126,148.8188976377953,3.16,1.68,2.64
SMFL,2024-05-30,7.04,5.475,195,1.5650000000000004,305.17500000000007,fade_50,8.063895,5.475,4.849,4.3795,3.91,80.05115089514065,96.41687979539641,7.6799,5.14,5.97
BPTH,2024-06-03,4.09,3.075,290,1.0149999999999997,294.3499999999999,fade_50,4.7775,3.075,2.669,2.3645,2.06,98.54368932038834,120.87378640776696,4.55,2.77,3.23
